642,0.41,25,6,3,6,1,0,22852.05
627,0.37,26,6,3,6,1,0,22999.248
485,0.37,27,6,3,6,1,0,22913.621
230,0.34,27,6,3,6,1,0,22639.6459999999
244,0.39,26,7,3,6,1,0,22057.407
119,0.44,25,6,3,6,0,0,21307.188
43,0.8,19.3,9,3,6,0,0,20663.107
-1,0.57,22,9,3,6,0,0,20232.0039999999
-15,0.64,21,7,3,6,0,0,19474.875
-15,0.73,20,9,3,6,0,0,18949.197
-17,0.9,15.8,6,3,6,0,0,18385.8249999999
-18,0.83,19,6,4,6,0,0,18235.229
-15,0.9,15.6,7,4,6,0,0,17722.763
-13,0.78,19,6,4,6,0,0,17699.876
-9,0.78,19,6,4,6,0,0,17538.6669999999
-9,0.78,19,6,4,6,0,0,17448.0419999999
-3,0.73,19,4,4,6,0,0,17418.146
-15,0.73,19,6,4,6,0,0,18880.5539999999
12,0.73,19,7,4,6,0,0,19532.1489999999
63,0.78,19,6,4,6,0,0,20723.783
189,0.78,19,6,4,6,1,0,21587.585
171,0.94,19.6,13,4,6,1,0,22361.666
92,0.73,21,7,4,6,1,0,22345.585
273,0.73,21,4,4,6,1,0,22732.645
266,0.73,22,7,4,6,1,0,22916.497
331,0.78,22,6,4,6,1,0,23000.771
356,0.83,21,6,4,6,1,0,22780.955
178,0.86,20.7,15,4,6,1,0,22528.61
134,0.88,21,4,4,6,1,0,21742.376
37,0.94,18.7,15,4,6,0,0,20854.288
11,0.95,17.8,15,4,6,0,0,20244.508
-2,0.88,19,6,4,6,0,0,19884.204
-9,0.97,17.3,17,4,6,0,0,19039.033
-7,0.88,19,7,4,6,0,0,18549.856
-8,0.88,19,7,4,6,0,0,18104.484
-8,0.83,19,6,5,6,0,0,17624.994
-10,0.88,18,6,5,6,0,0,17400.68
-9,0.94,17,6,5,6,0,0,17393.61
-13,0.97,15.2,15,5,6,0,0,17181.481
-22,0.97,15,15,5,6,0,0,17261.198
-17,0.97,14.6,13,5,6,0,0,17146.297
-12,0.94,17,6,5,6,0,0,18216.391
25,0.94,17,6,5,6,0,0,18641.277
52,0.94,17,4,5,6,0,0,18801.025
2,0.88,18,6,5,6,1,0,18875.301
339,0.94,18.3,19,5,6,1,0,18632.324
171,0.94,17,6,5,6,1,0,18848.744
54,0.88,17,4,5,6,1,0,18798.185
35,0.88,17,7,5,6,1,0,19237.664
38,0.97,15.6,17,5,6,1,0,18917.616
49,0.96,15.3,17,5,6,1,0,19160.333
250,0.95,16.5,17,5,6,1,0,19423.801
241,0.93,16.7,17,5,6,1,0,19404.509
184,0.94,16.5,17,5,6,0,0,19174.145
90,0.73,19,6,5,6,0,0,18966.84
66,0.96,15.7,15,5,6,0,0,18519.65
0,0.96,15.3,15,5,6,0,0,18034.712
-6,0.88,16,6,5,6,0,0,17275.426
-4,0.96,14.2,15,5,6,0,0,17093.767
-2,0.88,16,6,6,6,0,0,16752.3569999999
-3,0.97,13.3,13,6,6,0,0,16483.225
-3,0.82,16,7,6,6,0,0,16553.239
-2,0.88,16,6,6,6,0,0,16503.361
-2,0.98,13,11,6,6,0,0,16518.086
0,0.98,12.8,11,6,6,0,0,16549.969
-2,0.94,15,6,6,6,0,0,16669.088
2,0.94,15,6,6,6,0,0,16930.743
8,0.99,12.7,11,6,6,0,0,16987.7409999999
16,0.99,15.3,11,6,6,1,0,17844.5259999999
124,0.98,16.5,11,6,6,1,0,18190.232
110,0.94,16,4,6,6,1,0,18755.835
141,0.96,18.3,9,6,6,1,0,19168.771
167,0.94,19.3,9,6,6,1,0,19492.065
274,0.94,18,6,6,6,1,0,19793.718
365,0.92,20.8,6,6,6,1,0,19779.277
312,0.92,20.9,6,6,6,1,0,19850.003
268,0.93,20.8,6,6,6,1,0,19418.021
219,0.94,20.6,7,6,6,0,0,18897.795
142,0.83,21,2,6,6,0,0,18396.669
47,0.97,19.1,7,6,6,0,0,18176.884
-16,0.97,18.4,7,6,6,0,0,18239.867
-31,0.98,18,7,6,6,0,0,17957.395
-43,0.78,20,4,6,6,0,0,17360.321
-46,0.98,17,9,7,6,0,0,17092.099
-45,0.99,16.6,11,7,6,0,0,17032.202
-18,0.99,16.4,11,7,6,0,0,16959.816
-9,0.88,18,7,7,6,0,0,17174.771
-12,0.88,18,6,7,6,0,0,17206.3719999999
-13,0.98,16,9,7,6,0,0,16912.002
-12,0.88,18,6,7,6,0,0,17501.91
8,0.88,18,6,7,6,0,0,17743.126
40,0.94,18,6,7,6,0,0,17802.775
128,0.94,18,6,7,6,1,0,18347.887
28,0.94,18,6,7,6,1,0,18613.054
391,0.89,19.9,13,7,6,1,0,18870.7569999999
487,0.88,20,6,7,6,1,0,18987.976
436,0.83,20,9,7,6,1,0,19022.8649999999
394,0.86,21.2,15,7,6,1,0,19076.126
385,0.73,22,6,7,6,1,0,19291.862
240,0.86,21.1,13,7,6,1,0,19181.958
252,0.84,21.2,11,7,6,1,0,18615.061
248,0.65,23,6,7,6,0,0,18309.252
195,0.65,23,6,7,6,0,0,18076.538
78,0.57,23,9,7,6,0,0,17935.046
-34,0.64,22,6,7,6,0,0,17754.023
-56,0.95,14.5,4,7,6,0,0,17735.871
-60,0.96,14,6,7,6,0,0,17450.538
-59,0.96,14.1,6,1,6,0,0,17134.878
-66,0.96,14.2,7,1,6,0,0,17028.592
-60,0.96,14.1,7,1,6,0,0,16998.592
-57,0.97,14,7,1,6,0,0,16802.658
-59,0.83,18,4,1,6,0,0,16974.4659999999
-63,0.88,18,6,1,6,0,0,16812.127
-86,0.88,17,6,1,6,0,0,17931.897
-11,0.88,17,4,1,6,0,0,18425.795
118,0.88,17.9,4,1,6,0,0,19648.787
272,0.82,20.1,2,1,6,1,0,20183.181
419,0.73,21,4,1,6,1,0,21440.807
524,0.69,23,2,1,6,1,0,21703.545
611,0.65,24,6,1,6,1,0,21570.272
665,0.57,25,6,1,6,1,0,21716.996
684,0.54,24,7,1,6,1,0,21474.108
651,0.45,26,4,1,6,1,0,21274.284
567,0.37,26,9,1,6,1,0,21059.437
470,0.37,27,6,1,6,1,0,20384.354
329,0.34,27,6,1,6,0,0,19808.6179999999
187,0.78,23.2,2,1,6,0,0,19328.5249999999
75,0.5,23,6,1,6,0,0,19058.094
-19,0.5,23,4,1,6,0,0,18256.5229999999
-37,0.5,22,4,1,6,0,0,17693.718
-42,0.6,21,4,1,6,0,0,17257.551
-47,0.84,15.4,6,2,6,0,0,17022.296
-47,0.79,15.4,6,2,6,0,0,17080.5
-54,0.64,21,2,2,6,0,0,16590.808
-45,0.68,20,2,2,6,0,0,16483.8559999999
-41,0.64,21,2,2,6,0,0,16317.7579999999
-41,0.68,16.7,7,2,6,0,0,16434.541
-41,0.73,20,6,2,6,0,0,17304.082
10,0.83,19,4,2,6,0,0,18029.705
69,0.83,19,6,2,6,0,0,18875.7029999999
186,0.78,20,6,2,6,1,0,20699.449
372,0.73,21,7,2,6,1,0,21957.369
554,0.65,23,9,2,6,1,0,22373.111
597,0.61,25,6,2,6,1,0,22939.006
556,0.61,25,6,2,6,1,0,23037.1859999999
271,0.61,26,6,2,6,1,0,23535.639
196,0.54,27,11,2,6,1,0,23258.205
555,0.51,28,9,2,6,1,0,22985.674
504,0.48,28,7,2,6,1,0,22387.04
239,0.86,25.1,7,2,6,0,0,21750.4609999999
171,0.58,26,7,2,6,0,0,21233.131
24,0.65,25,6,2,6,0,0,20781.588
-14,0.65,25,6,2,6,0,0,20351.931
-21,0.96,19.8,9,2,6,0,0,19230.165
-19,0.97,19.8,11,2,6,0,0,18228.391
-31,0.98,19.7,13,3,6,0,0,17893.134
-33,0.97,19.1,15,3,6,0,0,17556.637
-51,0.97,18,17,3,6,0,0,17364.3949999999
-62,0.88,19,4,3,6,0,0,17209.805
-61,0.94,18,6,3,6,0,0,17232.545
-49,0.94,18,4,3,6,0,0,17277.481
-56,0.83,19,6,3,6,0,0,17961.703
30,0.95,16.1,7,3,6,0,0,18568.016
93,0.78,19,6,3,6,0,0,19470.54
208,0.83,18,6,3,6,1,0,20794.005
340,0.86,18.7,20,3,6,1,0,21305.584
337,0.78,19,7,3,6,1,0,21204.982
281,0.68,20,7,3,6,1,0,21847.582
275,0.73,20,9,3,6,1,0,21686.449
246,0.73,19,7,3,6,1,0,22211.057
183,0.73,19,6,3,6,1,0,21830.094
241,0.77,18,4,3,6,1,0,21558.886
217,0.77,18,6,3,6,1,0,20931.208
110,0.88,17,6,3,6,0,0,20283.341
48,0.83,18,7,3,6,0,0,19536.101
12,0.84,14.7,19,3,6,0,0,18788.938
-10,0.73,18,6,3,6,0,0,17996.502
-20,0.82,16,4,3,6,0,0,17235.957
-41,0.77,16,4,3,6,0,0,16592.719
-50,0.82,15,4,4,6,0,0,16134.359
-48,0.87,12.7,17,4,6,0,0,16114.401
-23,0.82,15,4,4,6,0,0,16103.9379999999
-11,0.82,15,4,4,6,0,0,16105.568
-9,0.85,13.1,19,4,6,0,0,16241.407
-12,0.82,15,4,4,6,0,0,16130.7059999999
-16,0.82,15,6,4,6,0,0,16974.905
10,0.87,13.5,19,4,6,0,0,17869.938
41,0.82,15,4,4,6,0,0,18726.213
109,0.77,16,4,4,6,1,0,19805.999
56,0.77,16,6,4,6,1,0,20393.7019999999
112,0.77,16,2,4,6,1,0,20643.608
284,0.78,17.7,20,4,6,1,0,21352.934
564,0.73,19.6,22,4,6,1,0,21916.962
450,0.78,19,6,4,6,1,0,21428.063
238,0.82,19.6,17,4,6,1,0,21597.905
456,0.79,20.2,20,4,6,1,0,21515.44
472,0.83,18,4,4,6,1,0,20906.566
343,0.68,19,6,4,6,0,0,20248.535
202,0.68,19,11,4,6,0,0,19978.605
99,0.73,18,7,4,6,0,0,19518.098
-7,0.77,18,7,4,6,0,0,18704.3119999999
-32,0.73,18,6,4,6,0,0,17958.619
-39,0.73,18,4,4,6,0,0,17476.83
-46,0.91,14.4,7,5,7,0,0,16837.013
-40,0.94,13.7,7,5,7,0,0,16483.964
-23,0.77,17,6,5,7,0,0,16399.874
-20,0.82,16,7,5,7,0,0,16265.04
-21,0.77,17,7,5,7,0,0,16342.328
-16,0.77,17,7,5,7,0,0,16383.3839999999
-15,0.88,16,7,5,7,0,0,17543.575
11,0.91,15,7,5,7,0,0,18140.188
43,0.83,17,4,5,7,0,0,18561.358
41,0.78,19,6,5,7,1,0,19155.704
237,0.73,20,7,5,7,1,0,19310.9909999999
518,0.74,22.2,4,5,7,1,0,19497.046
377,0.65,23,6,5,7,1,0,19585.864
350,0.61,23,2,5,7,1,0,19621.873
265,0.61,23,4,5,7,1,0,19879.539
241,0.61,24,2,5,7,1,0,19811.2939999999
228,0.65,23,6,5,7,1,0,19755.584
457,0.54,25,4,5,7,1,0,19876.35
338,0.54,26,6,5,7,0,0,19731.195
205,0.84,22.2,7,5,7,0,0,19382.676
90,0.61,26,2,5,7,0,0,19127.216
-31,0.61,24,2,5,7,0,0,18720.64
-53,0.65,23,4,5,7,0,0,18294.948
-54,0.73,22,4,5,7,0,0,17932.724
-49,0.78,21,4,6,7,0,0,17450.39
-46,0.97,17.4,7,6,7,0,0,17264.135
-44,0.97,17.1,7,6,7,0,0,17148.646
-42,0.78,20,4,6,7,0,0,17140.739
-39,0.78,20,4,6,7,0,0,17112.711
-40,0.78,20,6,6,7,0,0,17006.16
-49,0.96,16.4,7,6,7,0,0,16899.3969999999
-1,0.78,19,4,6,7,0,0,17433.024
61,0.73,20,6,6,7,0,0,17817.004
156,0.69,22,4,6,7,1,0,18559.583
335,0.8,22.6,7,6,7,1,0,19019.4549999999
501,0.74,24.2,7,6,7,1,0,19311.827
599,0.69,25.5,7,6,7,1,0,19265.449
660,0.48,26,6,6,7,1,0,19359.3099999999
671,0.64,26.6,9,6,7,1,0,19381.835
625,0.63,26.8,7,6,7,1,0,19442.026
551,0.37,28,9,6,7,1,0,19719.099
424,0.42,28,9,6,7,1,0,19609.373
237,0.45,29,6,6,7,0,0,19089.45
140,0.48,28,6,6,7,0,0,18499.197
38,0.83,22.6,6,6,7,0,0,18249.928
-14,0.54,26,4,6,7,0,0,18377.0069999999
-39,0.83,21,6,6,7,0,0,18256.431
-49,0.83,20.7,7,6,7,0,0,18023.494
-53,0.65,24,4,7,7,0,0,17650.819
-52,0.85,19.5,9,7,7,0,0,17483.817
-49,0.65,24,4,7,7,0,0,17482.776
-44,0.61,24,4,7,7,0,0,17549.41
-41,0.91,17.6,9,7,7,0,0,17353.899
-28,0.69,22,4,7,7,0,0,17273.2559999999
-21,0.95,17.5,9,7,7,0,0,17457.774
48,0.96,18.1,7,7,7,0,0,17764.326
17,0.65,23,6,7,7,0,0,17972.661
-16,0.98,20.5,6,7,7,1,0,18656.996
181,0.96,22,6,7,7,1,0,18958.0969999999
163,0.93,23,7,7,7,1,0,19518.446
415,0.88,24.8,7,7,7,1,0,19904.727
643,0.62,28,6,7,7,1,0,20573.271
685,0.86,26.2,11,7,7,1,0,21053.981
664,0.66,29,9,7,7,1,0,21103.31
589,0.66,29,6,7,7,1,0,21143.932
472,0.86,26.5,11,7,7,1,0,20198.778
344,0.58,29,6,7,7,0,0,20274.968
213,0.58,29,7,7,7,0,0,20120.646
79,0.62,29,6,7,7,0,0,19651.074
-32,0.55,29,4,7,7,0,0,19287.639
-48,0.74,24,4,7,7,0,0,18642.483
-50,0.78,23,6,7,7,0,0,18344.944
-52,0.83,22,7,1,7,0,0,17821.5609999999
-55,0.96,21.2,13,1,7,0,0,17908.379
-55,0.95,20.1,11,1,7,0,0,17561.346
-60,0.88,21,9,1,7,0,0,17572.5079999999
-63,0.83,21,6,1,7,0,0,17570.413
-69,0.83,21,6,1,7,0,0,17667.117
-90,0.88,21,4,1,7,0,0,18586.953
-12,0.83,21,6,1,7,0,0,19265.178
109,0.73,22,4,1,7,0,0,20129.483
259,0.57,25,2,1,7,1,0,21168.242
412,0.47,25,4,1,7,1,0,21666.998
539,0.48,26,6,1,7,1,0,22118.8399999999
636,0.42,28,4,1,7,1,0,22361.686
690,0.4,29,6,1,7,1,0,22256.285
698,0.37,29,6,1,7,1,0,22342.467
653,0.56,27.1,15,1,7,1,0,22171.854
585,0.31,30,6,1,7,1,0,22038.313
473,0.33,29,7,1,7,1,0,21482.959
344,0.33,29,6,1,7,0,0,21000.031
207,0.76,23.8,13,1,7,0,0,20395.421
71,0.42,28,2,1,7,0,0,20001.925
-49,0.39,27,2,1,7,0,0,19118.297
-71,0.44,25,2,1,7,0,0,18496.499
-62,0.53,23,2,1,7,0,0,18102.645
-63,0.57,23,4,2,7,0,0,17834.343
-57,0.85,19,9,2,7,0,0,17493.898
-58,0.69,22,6,2,7,0,0,17271.919
-72,0.81,17.7,9,2,7,0,0,17031.66
-73,0.82,16.6,9,2,7,0,0,17142.095
-76,0.73,20,9,2,7,0,0,16982.274
-92,0.81,15.8,9,2,7,0,0,18146.741
-18,0.8,17.2,9,2,7,0,0,19154.08
117,0.73,20,9,2,7,0,0,20624.97
643,0.63,26.2,13,2,7,1,0,23560.109
690,0.45,27,7,2,7,1,0,23590.367
683,0.4,28,7,2,7,1,0,23761.724
631,0.43,29,7,2,7,1,0,23768.357
561,0.61,27.2,13,2,7,1,0,23092.334
454,0.67,26.7,13,2,7,1,0,22724.323
335,0.43,29,6,2,7,0,0,22173.063
208,0.78,24.8,9,2,7,0,0,21539.452
65,0.81,22.6,9,2,7,0,0,21113.0589999999
-50,0.74,22.6,13,2,7,0,0,20505.972
-71,0.68,21.6,13,2,7,0,0,19380.8699999999
-72,0.54,25,4,2,7,0,0,18660.193
-67,0.54,24,6,3,7,0,0,17843.008
-67,0.59,19.2,13,3,7,0,0,17540.726
-59,0.5,23,6,3,7,0,0,17617.3019999999
-58,0.55,19,13,3,7,0,0,17507.763
-57,0.5,22,6,3,7,0,0,17564.511
-56,0.65,17.2,11,3,7,0,0,17568.849
-63,0.6,21,9,3,7,0,0,18515.513
3,0.6,21,7,3,7,0,0,19577.309
128,0.6,22,7,3,7,0,0,20671.665
275,0.61,23,11,3,7,1,0,22140.523
429,0.65,23,9,3,7,1,0,23059.5619999999
539,0.65,23,6,3,7,1,0,23516.6679999999
437,0.72,26,13,3,7,1,0,23742.213
441,0.83,21,6,3,7,1,0,23956.5899999999
571,0.78,23,6,3,7,1,0,23832.876
538,0.73,23,4,3,7,1,0,23651.762
536,0.88,21,4,3,7,1,0,23835.009
395,0.79,23.4,19,3,7,1,0,22783.394
324,0.65,25,15,3,7,0,0,21830.29
203,0.57,25,7,3,7,0,0,21274.887
76,0.57,25,6,3,7,0,0,20676.5489999999
-40,0.61,24,6,3,7,0,0,19888.046
-55,0.69,22,2,3,7,0,0,19231.871
-56,0.69,22,6,3,7,0,0,18583.012
-58,0.73,21,6,4,7,0,0,18142.0499999999
-61,0.94,15.7,9,4,7,0,0,17952.166
-66,0.78,20,7,4,7,0,0,17727.894
-69,0.83,19,6,4,7,0,0,17819.258
-69,0.83,19,6,4,7,0,0,17537.642
-76,0.83,18,6,4,7,0,0,17273.1319999999
-96,0.83,17,6,4,7,0,0,18238.059
-31,0.72,17,6,4,7,0,0,18488.602
105,0.68,18,9,4,7,0,0,19847.911
256,0.6,19,11,4,7,1,0,20944.9649999999
407,0.53,20,9,4,7,1,0,21554.8969999999
538,0.53,20,9,4,7,1,0,22207.278
638,0.49,21,6,4,7,1,0,22266.276
689,0.43,22,9,4,7,1,0,22330.411
700,0.38,23,7,4,7,1,0,22345.796
666,0.41,23,6,4,7,1,0,22408.883
584,0.38,23,6,4,7,1,0,21965.746
479,0.59,22,13,4,7,1,0,21439.273
346,0.34,24,7,4,7,0,0,20739.921
201,0.34,24,6,4,7,0,0,19917.555
53,0.31,23,6,4,7,0,0,19459.379
-39,0.85,16.1,7,4,7,0,0,18772.1
-55,0.88,14.3,6,4,7,0,0,18049.8889999999
-52,0.9,13,6,4,7,0,0,17528.464
-50,0.9,12.5,4,5,7,0,0,16949.431
-50,0.89,12.2,4,5,7,0,0,16975.3059999999
-55,0.6,18,4,5,7,0,0,16706.63
-46,0.63,17,4,5,7,0,0,16666.62
-32,0.83,12.3,6,5,7,0,0,16802.389
-31,0.79,12.8,4,5,7,0,0,16768.374
-56,0.6,18,4,5,7,0,0,17792.7889999999
-36,0.78,16.4,4,5,7,0,0,18603.585
55,0.68,18,4,5,7,0,0,19217.51
253,0.71,19.7,6,5,7,1,0,20194.3089999999
431,0.64,21.4,6,5,7,1,0,21236.422
485,0.6,22,7,5,7,1,0,21634.1
286,0.53,22,7,5,7,1,0,22007.557
206,0.69,21,4,5,7,1,0,22008.814
228,0.44,25,4,5,7,1,0,22253.882
336,0.45,26,4,5,7,1,0,22210.563
256,0.42,27,4,5,7,1,0,21960.509
85,0.37,27,4,5,7,1,0,21423.8809999999
103,0.37,27,6,5,7,0,0,20743.372
54,0.39,26,6,5,7,0,0,20014.173
20,0.39,26,6,5,7,0,0,19599.252
-8,0.94,18.9,7,5,7,0,0,19122.5739999999
-32,0.5,23,4,5,7,0,0,18399.999
-28,0.5,23,2,5,7,0,0,18047.931
-39,0.53,22,2,6,7,0,0,17273.1099999999
-45,0.94,16,13,6,7,0,0,16954.696
-50,0.88,16,4,6,7,0,0,17058.388
-50,0.94,15,6,6,7,0,0,16708.254
-57,0.82,16,7,6,7,0,0,16673.646
-63,0.98,15.8,9,6,7,0,0,16697.422
-78,0.98,15.8,11,6,7,0,0,17014.1159999999
-16,0.95,16.4,13,6,7,0,0,17232.994
108,0.88,16,7,6,7,0,0,17722.326
233,0.81,17.7,13,6,7,1,0,18470.274
395,0.73,19,13,6,7,1,0,18556.633
523,0.56,20,15,6,7,1,0,19057.841
629,0.56,21,13,6,7,1,0,19316.395
687,0.58,22.5,13,6,7,1,0,19389.739
689,0.41,24,7,6,7,1,0,19373.655
660,0.51,23.6,13,6,7,1,0,19558.505
585,0.36,25,6,6,7,1,0,19453.414
476,0.36,25,7,6,7,1,0,19051.364
340,0.39,25,7,6,7,0,0,18593.49
204,0.41,25,6,6,7,0,0,18086.9539999999
57,0.41,24,4,6,7,0,0,18035.3649999999
-54,0.44,23,2,6,7,0,0,17816.732
-69,0.44,23,4,6,7,0,0,17573.71
-64,0.46,22,2,6,7,0,0,17387.7549999999
-60,0.49,21,4,7,7,0,0,17090.048
-62,0.81,14.5,7,7,7,0,0,17043.445
-58,0.83,13.7,7,7,7,0,0,17023.83
-47,0.8,13.6,7,7,7,0,0,17058.07
-46,0.77,14.1,7,7,7,0,0,17144.043
-60,0.73,14.7,7,7,7,0,0,17071.906
-101,0.78,19,9,7,7,0,0,17265.784
-24,0.79,15.8,9,7,7,0,0,17557.994
112,0.75,17.8,9,7,7,0,0,17661.278
264,0.68,20,6,7,7,1,0,18708.6269999999
405,0.73,21,6,7,7,1,0,18901.475
533,0.61,23,6,7,7,1,0,19038.659
628,0.58,24.8,11,7,7,1,0,19106.926
688,0.57,25.8,11,7,7,1,0,19253.892
693,0.56,26.5,11,7,7,1,0,19317.636
688,0.55,26.7,11,7,7,1,0,19530.153
509,0.59,26.7,9,7,7,1,0,19538.278
270,0.68,26.1,7,7,7,1,0,19167.918
197,0.54,26,4,7,7,0,0,19282.573
74,0.48,27,6,7,7,0,0,19155.78
9,0.51,27,2,7,7,0,0,19133.782
-21,0.51,27,4,7,7,0,0,18838.235
-24,0.51,26,7,7,7,0,0,18618.972
-28,0.54,25,6,7,7,0,0,18490.788
-40,0.88,19.9,11,1,7,0,0,18100.222
-42,0.88,19.5,11,1,7,0,0,18228.21
-49,0.88,19.1,11,1,7,0,0,18161.027
-53,0.87,18.4,11,1,7,0,0,18093.78
-55,0.87,17.8,11,1,7,0,0,18145.201
-56,0.88,17.5,11,1,7,0,0,18267.229
-69,0.73,22,6,1,7,0,0,19504.91
-6,0.88,19.2,11,1,7,0,0,19791.852
126,0.69,23,6,1,7,0,0,21255.609
277,0.69,24,7,1,7,1,0,22434.5869999999
420,0.83,25.7,13,1,7,1,0,23217.707
540,0.61,26,11,1,7,1,0,24184.4309999999
630,0.58,28,9,1,7,1,0,24187.951
690,0.63,29.6,17,1,7,1,0,24493.772
705,0.63,30,17,1,7,1,0,24691.853
667,0.58,28,7,1,7,1,0,24487.429
545,0.7,26,6,1,7,1,0,24092.514
432,0.78,24,4,1,7,1,0,23778.879
322,0.74,27,2,1,7,0,0,23311.334
234,0.62,28,4,1,7,0,0,22506.632
51,0.66,27,4,1,7,0,0,22544.049
-11,0.92,22.1,9,1,7,0,0,21293.468
-14,0.83,23,4,1,7,0,0,20278.306
-11,0.88,22,4,1,7,0,0,19595.9859999999
-7,0.83,23,2,2,7,0,0,19202.824
-8,0.94,20.2,11,2,7,0,0,19150.196
-11,0.88,22,7,2,7,0,0,19082.088
-20,0.96,20.3,7,2,7,0,0,19034.952
-27,0.97,20.1,7,2,7,0,0,18742.671
-33,0.88,21,4,2,7,0,0,19052.473
-56,0.97,19.8,9,2,7,0,0,17552.408
-15,0.94,21,4,2,7,0,0,19900.1829999999
141,0.93,21.7,13,2,7,0,0,21852.575
233,0.89,23,2,2,7,1,0,23358.872
406,0.78,24,4,2,7,1,0,24598.495
534,0.78,24,6,2,7,1,0,24990.693
633,0.83,25.2,17,2,7,1,0,25030.424
684,0.66,27,6,2,7,1,0,25233.715
693,0.66,27,7,2,7,1,0,25203.693
664,0.82,25.8,19,2,7,1,0,25034.449
586,0.78,25.9,20,2,7,1,0,24947.523
475,0.73,26,20,2,7,1,0,24467.896
348,0.58,29,6,2,7,0,0,23234.6689999999
206,0.48,29,9,2,7,0,0,22232.0749999999
73,0.84,22.6,13,2,7,0,0,21262.135
-41,0.51,26,6,2,7,0,0,20470.056
-58,0.51,26,2,2,7,0,0,19542.635
-62,0.88,19.5,11,2,7,0,0,18987.402
-60,0.54,24,4,3,7,0,0,18567.482
-62,0.9,17.7,11,3,7,0,0,18377.06
-62,0.6,22,6,3,7,0,0,18228.012
-62,0.64,21,4,3,7,0,0,18132.941
-59,0.64,21,4,3,7,0,0,18095.9709999999
-61,0.68,20,9,3,7,0,0,17898.8099999999
-83,0.93,15.1,7,3,7,0,0,15599.3309999999
2,0.73,19,11,3,7,0,0,18699.072
178,0.73,19,11,3,7,0,0,20511.489
0,0.86,19,2,3,7,1,0,21698.839
403,0.64,21,7,3,7,1,0,22652.635
538,0.83,21.1,7,3,7,1,0,22837.328
633,0.82,21.4,11,3,7,1,0,22807.017
685,0.69,21,7,3,7,1,0,22496.1869999999
693,0.57,22,7,3,7,1,0,22477.423
611,0.68,20,15,3,7,1,0,22415.751
537,0.64,23.2,6,3,7,1,0,22021.624
448,0.63,23.3,6,3,7,1,0,21619.498
324,0.41,24,9,3,7,0,0,21026.052
205,0.39,25,9,3,7,0,0,20253.556
59,0.76,19.5,6,3,7,0,0,19850.7009999999
-27,0.44,23,6,3,7,0,0,19050.699
-57,0.46,22,9,3,7,0,0,18137.735
-69,0.46,22,9,3,7,0,0,17562.543
-68,0.77,16,9,4,7,0,0,16925.721
-71,0.8,15.1,9,4,7,0,0,16808.134
-74,0.6,19,9,4,7,0,0,16904.866
-69,0.8,14.2,9,4,7,0,0,16803.7719999999
-63,0.68,17,7,4,7,0,0,16986.733
